SeriesDescription,GeoAreaName,TimePeriod,Value,Source,[Age],[Sex]
"Employed population below international poverty line, by sex and age (%)",World,2014,8.1,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,MALE
"Employed population below international poverty line, by sex and age (%)",World,2014,8.2,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,BOTHSEX
"Employed population below international poverty line, by sex and age (%)",World,2014,8.2,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,FEMALE
"Employed population below international poverty line, by sex and age (%)",World,2015,8.6,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15+,BOTHSEX
"Employed population below international poverty line, by sex and age (%)",World,2015,8.7,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15+,FEMALE
"Employed population below international poverty line, by sex and age (%)",World,2015,13.7,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15-24,MALE
"Employed population below international poverty line, by sex and age (%)",World,2015,13.9,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15-24,BOTHSEX
"Employed population below international poverty line, by sex and age (%)",World,2015,7.7,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,MALE
"Employed population below international poverty line, by sex and age (%)",World,2015,8.6,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15+,MALE
"Employed population below international poverty line, by sex and age (%)",World,2015,7.7,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,BOTHSEX
"Employed population below international poverty line, by sex and age (%)",World,2015,7.8,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,FEMALE
"Employed population below international poverty line, by sex and age (%)",World,2015,14.1,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15-24,FEMALE
"Employed population below international poverty line, by sex and age (%)",World,2016,8.6,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15+,FEMALE
"Employed population below international poverty line, by sex and age (%)",World,2016,13.6,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15-24,MALE
"Employed population below international poverty line, by sex and age (%)",World,2016,7.5,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,MALE
"Employed population below international poverty line, by sex and age (%)",World,2016,7.6,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,BOTHSEX
"Employed population below international poverty line, by sex and age (%)",World,2016,14.2,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15-24,FEMALE
"Employed population below international poverty line, by sex and age (%)",World,2016,8.3,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15+,MALE
"Employed population below international poverty line, by sex and age (%)",World,2016,13.8,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15-24,BOTHSEX
"Employed population below international poverty line, by sex and age (%)",World,2016,8.4,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15+,BOTHSEX
"Employed population below international poverty line, by sex and age (%)",World,2016,7.7,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,FEMALE
"Employed population below international poverty line, by sex and age (%)",World,2017,7.6,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,FEMALE
"Employed population below international poverty line, by sex and age (%)",World,2017,13.4,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15-24,MALE
"Employed population below international poverty line, by sex and age (%)",World,2017,13.7,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15-24,BOTHSEX
"Employed population below international poverty line, by sex and age (%)",World,2017,14.1,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15-24,FEMALE
"Employed population below international poverty line, by sex and age (%)",World,2017,8.1,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15+,MALE
"Employed population below international poverty line, by sex and age (%)",World,2017,8.5,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15+,FEMALE
"Employed population below international poverty line, by sex and age (%)",World,2017,8.2,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15+,BOTHSEX
"Employed population below international poverty line, by sex and age (%)",World,2017,7.2,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,MALE
"Employed population below international poverty line, by sex and age (%)",World,2017,7.4,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,BOTHSEX
"Employed population below international poverty line, by sex and age (%)",World,2018,7.8,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",15+,MALE
"Employed population below international poverty line, by sex and age (%)",World,2018,7,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,MALE
"Employed population below international poverty line, by sex and age (%)",World,2018,7.2,"ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",25+,BOTHSEX
